"BZ3 Nonlinear Vehicle Dynamics Simulation Constant Steer Ramp Speed Test  WB=2745 mm"
"TIME, sec";"SPEED, kph";"YAWVEL, deg/sec";                 ;
6.730    ;44.228   ;5.855     
6.740    ;44.264   ;5.859     
6.750    ;44.300   ;5.863     
6.760    ;44.336   ;5.867     
6.770    ;44.372   ;5.871     
6.780    ;44.408   ;5.874     
6.790    ;44.444   ;5.878     
6.800    ;44.480   ;5.882     
6.810    ;44.516   ;5.886     
6.820    ;44.552   ;5.890     
6.830    ;44.588   ;5.893     
6.840    ;44.624   ;5.897     
6.850    ;44.660   ;5.901     
6.860    ;44.696   ;5.905     
6.870    ;44.732   ;5.909     
6.880    ;44.768   ;5.912     
6.890    ;44.804   ;5.916     
6.900    ;44.840   ;5.920     
6.910    ;44.876   ;5.924     
6.920    ;44.912   ;5.927     
6.930    ;44.948   ;5.931     
6.940    ;44.984   ;5.935     
6.950    ;45.020   ;5.939     
6.960    ;45.056   ;5.942     
6.970    ;45.092   ;5.946     
6.980    ;45.128   ;5.950     
6.990    ;45.164   ;5.954     
7.000    ;45.200   ;5.958     
7.010    ;45.236   ;5.961     
7.020    ;45.272   ;5.965     
7.030    ;45.308   ;5.969     
7.040    ;45.344   ;5.973     
7.050    ;45.380   ;5.976     
7.060    ;45.416   ;5.980     
7.070    ;45.452   ;5.984     
7.080    ;45.488   ;5.988     
7.090    ;45.524   ;5.991     
7.100    ;45.560   ;5.995     
7.110    ;45.596   ;5.999     
7.120    ;45.632   ;6.003     
7.130    ;45.667   ;6.006     
7.140    ;45.703   ;6.010     
7.150    ;45.739   ;6.014     
7.160    ;45.775   ;6.018     
7.170    ;45.811   ;6.021     
7.180    ;45.847   ;6.025     
7.190    ;45.883   ;6.029     
7.200    ;45.919   ;6.032     
7.210    ;45.955   ;6.036     
7.220    ;45.991   ;6.040     
7.230    ;46.027   ;6.044     
7.240    ;46.063   ;6.047     
7.250    ;46.099   ;6.051     
7.260    ;46.135   ;6.055     
7.270    ;46.171   ;6.058     
7.280    ;46.207   ;6.062     
7.290    ;46.243   ;6.066     
7.300    ;46.279   ;6.070     
7.310    ;46.315   ;6.073     
7.320    ;46.351   ;6.077     
7.330    ;46.387   ;6.081     
7.340    ;46.423   ;6.084     
7.350    ;46.459   ;6.088     
